Type,Word,wiki_cat,dot_obj,RP Class,Sentence,Annotator1,Annotator2,is_consistent
GPE,法國,human-geographic territorial entity,location*organization,organization,英國政府向<法國>要求提供飛魚飛彈的尋標器參數,organization,organization,True
GPE,紐西蘭,human-geographic territorial entity,location*organization,organization,<紐西蘭>總理阿爾登（Jacinda Ardern）在新聞記者會上表示，「我們現在已經意識到了所處局勢的嚴重性」，她還補充提到，「目前將以急迫卻冷靜且有條不紊的方式來處理」，紐西蘭當地官員則稱，所有的確診病例都以接受隔離，也會部分接觸者隔離。,organization,organization,True
ORG,輔大,university,organization*location*human,location,台灣銀行南新莊分行就是<輔大>那間XD 但新莊也沒很大 不分,location,location,True
GPE,台南,human-geographic territorial entity,location*organization,X,不過我當天有用手機看了一下中天 竟然台中.<台南>還可以,X,X,True
GPE,花蓮,human-geographic territorial entity,location*organization,location,〔記者游太郎／<花蓮>報導〕中國解放軍的軍機今天早上頻繁擾台，連續出現在西南、西部,location,location,True
ORG,好市多,business,producer*product*location,location,大香菇 皮塔餅 這幾個大概是我去<好市多>基本上會補的東西,location,location,True
ORG,好萊塢,human-geographic territorial entity,location*organization,X,一倖免，尤其歐美地區近日已步入疫情高峰，不少國家紛紛宣布進入緊急狀態。<好萊塢>第,X,X,True
ORG,美國之音,mass media,organization*information*physical*human,human,華盛頓智庫新美國安全中心的研究員艾胥麗·方（Ashley Feng）週三接受<美國之音>採訪時說：「這意味著，根據我們的出口管制機制，我們可以開始真正把香港作為中國大陸的一部分來對待它。到目前為止，在我們的出口監管上，香港享有特殊的地位，而這會受到影響。」,organization,organization,True
GPE,東京,human-geographic territorial entity,location*organization,location,就像去<東京>會想看看東京車站那樣吧...,location,location,True
ORG,華為,business,producer*product*location,producer,部已允許華為可採購部分美國製產品，盡可能降低華為客戶受到的干擾。許多<華為>的客戶,producer,producer,True
ORG,家樂福,business,producer*product*location,producer,我還遇到問我可不可以用<家樂福>禮券跟我買的，真的不要臉,producer,producer,True
ORG,中國人民解放軍,military unit,organization*human,organization,部隊均保留<中國人民解放軍>建制和番號。,organization,organization,True
ORG,長榮,business,producer*product*location,producer,罷工會員差別待遇等，限制空服員使用<長榮>優待機票及立榮國內線優待機票。,producer,product,False
ORG,成大,university,organization*location*human,location,借版問<成大>附近也有賣大瓶羊奶的店家嗎～,location,location,True
ORG,中國共產黨,political party,organization*human,organization,喔 我忘記了 <中國共產黨>從小就是毀約到長大的 可憐那,?,organization,False
GPE,泰國,human-geographic territorial entity,location*organization,location,幹你娘不會恐慌？我朋友前幾天從<泰國>玩回來，昨天說要聚會大家都不太敢出席了！平常都十幾個人聚餐昨天只剩5個人。,location,location,True
ORG,高鐵,business,producer*product*location,producer,根據<高鐵>規劃，5日晚間原有25班次南下列車服務旅客，但根據網路訂位系統顯示剩餘座位,producer,producer,True
GPE,臺北,human-geographic territorial entity,location*organization,location,原生家庭不是<臺北>的拜託別再擠臺北了…,location,location,True
ORG,德國之聲,mass media,organization*information*physical*human,organization,可以回頭看看<德國之聲>對民進黨發言人的,organization,organization,True
GPE,花蓮,human-geographic territorial entity,location*organization,location,沒去過俄羅斯但想了解俄國政治嗎?去<花蓮>吧,location,location,True
ORG,解放軍,military unit,organization*human,organization,04→ SantaNM: 我建議<解放軍>到台灣海峽中線丟石頭        140.96.158.198 02/24 14:,organization,organization,True
ORG,AIT,organization,organization*location*human,organization,維基解密所泄漏有關美國在台灣協會（<AIT>）的機密評估時，我承認自己是有罪惡感的樂,organization,organization,True
GPE,苗栗,human-geographic territorial entity,location*organization,organization,他五星縣長的那間公司在<苗栗>得標案,organization,location,False
ORG,台灣大學,university,organization*location*human,organization,慈幼義光為<台灣大學>服務性社團，每週一或週四至育幼院進行一對一課後輔導，,organization,organization,True
GPE,美國,human-geographic territorial entity,location*organization,organization,"加州是全<美國>最早發布SIP令的州,而灣區六個縣更在全州前幾天更早宣布. 在三月底川普",organization,organization,True
GPE,澳門,human-geographic territorial entity,location*organization,X,日本氣象廳發佈的，位於菲律賓東方海面的熱帶低壓已增強成颱風，名稱「黃蜂」（<澳門>命,organization,X,False
GPE,台中市,human-geographic territorial entity,location*organization,location,蔡其昌表示，今年初總統及立委選舉才剛結束，<台中市>民期待新民意選出來的總統和立委，能為台中市帶來什麼樣的建設和願景，而非討論什麼位置，現階段他會持續傾聽民意、勤走基層，只要對台中好的建設，他都會不分藍綠，繼續在中央大力為台中爭取，做好市民期盼我們該做的事。,location,location,True
ORG,中華電信,business,producer*product*location,producer,"中華電信和郵局都是交通部旗下單位,之前還有一個郵電司,那為啥<中華電信>沒跟郵局",producer,producer,True
WORK_OF_ART,聖經,work of art,information*physical,information,另外背一下佛經或<聖經>然後跟廢死混熟一點，你就無敵,information,information,True
ORG,納粹,political party,organization*human,organization,檢討<納粹>把自己國內的人指認說是納粹後代本就是操弄,organization,organization,True
GPE,美國,human-geographic territorial entity,location*organization,location,被問到美國是否會承認台灣時，班農提到，<美國>許多有能力的人士（包括他自己）在推動這件事，像是參議員盧比歐（ Marco Rubio）、參議員霍利（Josh Hawley）、參議員柯頓（Tom Cotton），「現在很多很多美國人，不管是民主黨人還是共和黨人，甚至不是那麼熱衷政治的人，在說：『該是我們承認台灣的時候了』，我們應該要大力推動。」「中共不應該對我們要承認誰有發言權，尤其在台灣於疫情期間展現了台灣人的英雄事蹟後。」,location,location,True
ORG,中國共產黨,political party,organization*human,organization,中國共產黨說季辛吉是<中國共產黨>的好友，也是欺騙人民。,organization,organization,True
ORG,衛報,mass media,organization*information*physical*human,organization,代簽名，而加州州長已經寄出了數百萬張選票。推特發言人對《<衛報>》表示，川普的推文,organization,organization,True
ORG,北捷,business,producer*product*location,producer,<北捷>都不知道虧多久才一兩條賺錢,producer,producer,True
ORG,民進黨,political party,organization*human,organization,<民進黨>市長謝換菊也是差一點沒過。台灣連任本來就有優勢,organization,organization,True
ORG,師大,university,organization*location*human,organization,我聽過說<師大>數學比清大數學強的,organization,organization,True
ORG,輔大,university,organization*location*human,organization,<輔大>是真的很爛 很多輔大出來的都很弱智還自信爆棚= =,organization,organization,True
ORG,小米,business,producer*product*location,product,另外，今年智慧手機陸續出現超高畫素解析力，像是三星、<小米>都有破億的畫素，,product,product,True
GPE,烏克蘭,human-geographic territorial entity,location*organization,organization,是說看伊朗擊落<烏克蘭>飛機好像也不,organization,organization,True
ORG,吉野家,business,producer*product*location,producer,目前去過什麼<吉野家>或是藏壽司等日本來台開業的餐廳,producer,producer,True
PRODUCT,iPhone,business,producer*product*location,product,法新社報導，這項工具在<iPhone>手機和使用Android作業系統的諸多手機品牌上將開放多,product,product,True
ORG,特斯拉,business,producer*product*location,producer,<特斯拉>才幾年就把豐田打趴在地上 財報屌打豐田,producer,producer,True
